master_order_id,dist_names,retailer_names,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,R_Rank,F_Rank,M_Rank,RFM_Score,Clust,Customer_Segment
26202,DistName3,RetailerID85,286,5,1311.71,2,2,3,40.0,40.0,60.0,2.57,4,Potential-Medium Customers
26203,DistName7,RetailerID95,286,8,2621.64,2,4,1,40.0,80.0,20.0,1.99,3,Lost Customers
26204,DistName3,RetailerID35,286,4,1252.27,2,2,3,40.0,40.0,60.0,2.57,4,Potential-Medium Customers
26205,DistName1,RetailerID85,286,2,196.57,2,1,5,40.0,20.0,100.0,3.43,4,Medium Value Customers
26206,DistName1,RetailerID17,286,1,192.87,2,1,5,40.0,20.0,100.0,3.43,4,Medium Value Customers
26207,DistName3,RetailerID95,286,9,1736.99,2,4,2,40.0,80.0,40.0,2.56,4,Potential-Medium Customers
26208,DistName8,RetailerID9,286,9,1249.89,2,4,3,40.0,80.0,60.0,3.13,4,Medium Value Customers
26209,DistName3,RetailerID214,286,1,196.43,2,1,5,40.0,20.0,100.0,3.43,4,Medium Value Customers
26210,DistName6,RetailerID90,285,5,1078.71,2,2,3,40.0,40.0,60.0,2.57,4,Potential-Medium Customers
26211,DistName3,RetailerID25,285,4,6028.55,2,2,1,40.0,40.0,20.0,1.43,2,Lost Customers
26212,DistName6,RetailerID88,285,9,1295.65,2,4,3,40.0,80.0,60.0,3.13,4,Medium Value Customers
26213,DistName6,RetailerID55,285,7,976.22,2,3,4,40.0,60.0,80.0,3.42,4,Medium Value Customers
26214,DistName7,RetailerID55,285,10,2998.18,2,4,1,40.0,80.0,20.0,1.99,3,Lost Customers
26215,DistName1,RetailerID149,285,1,393.6,2,1,5,40.0,20.0,100.0,3.43,4,Medium Value Customers
26216,DistName3,RetailerID37,285,10,1184.33,2,4,3,40.0,80.0,60.0,3.13,4,Medium Value Customers
26217,DistName7,RetailerID98,285,16,3716.26,2,5,1,40.0,100.0,20.0,2.27,1,Low Value Customers
26218,DistName7,RetailerID58,285,5,1249.19,2,2,3,40.0,40.0,60.0,2.57,4,Potential-Medium Customers
26219,DistName3,RetailerID218,285,1,2531.85,2,1,2,40.0,20.0,40.0,1.72,3,Lost Customers
26220,DistName3,RetailerID214,285,1,182.13,2,1,5,40.0,20.0,100.0,3.43,4,Medium Value Customers
26222,DistName3,RetailerID91,285,3,702.06,2,1,4,40.0,20.0,80.0,2.86,4,Potential-Medium Customers
26223,DistName1,RetailerID104,285,1,570.4,2,1,5,40.0,20.0,100.0,3.43,4,Medium Value Customers
26224,DistName4,RetailerID94,285,3,1413.64,2,1,3,40.0,20.0,60.0,2.29,4,Low Value Customers
26225,DistName6,RetailerID95,285,8,1145.68,2,4,3,40.0,80.0,60.0,3.13,4,Medium Value Customers
26226,DistName6,RetailerID95,285,24,7231.06,2,5,1,40.0,100.0,20.0,2.27,2,Low Value Customers
26227,DistName6,RetailerID77,285,8,634.72,2,4,4,40.0,80.0,80.0,3.7,4,Medium Value Customers
26228,DistName8,RetailerID91,285,5,1070.46,2,2,3,40.0,40.0,60.0,2.57,4,Potential-Medium Customers
26229,DistName1,RetailerID1,285,1,40.84,2,1,5,40.0,20.0,100.0,3.43,4,Medium Value Customers
26230,DistName7,RetailerID68,285,9,1878.65,2,4,2,40.0,80.0,40.0,2.56,3,Potential-Medium Customers
26231,DistName3,RetailerID49,284,4,1538.53,2,2,2,40.0,40.0,40.0,2.0,4,Lost Customers
26232,DistName3,RetailerID79,284,7,2125.14,2,3,2,40.0,60.0,40.0,2.28,3,Low Value Customers
26233,DistName3,RetailerID34,284,2,648.5,2,1,4,40.0,20.0,80.0,2.86,4,Potential-Medium Customers
26234,DistName3,RetailerID63,284,3,1029.14,2,1,3,40.0,20.0,60.0,2.29,4,Low Value Customers
26235,DistName7,RetailerID8,284,18,2149.34,2,5,2,40.0,100.0,40.0,2.84,3,Potential-Medium Customers
26236,DistName3,RetailerID34,284,5,1013.49,2,2,3,40.0,40.0,60.0,2.57,4,Potential-Medium Customers
26237,DistName7,RetailerID133,284,1,95.88,2,1,5,40.0,20.0,100.0,3.43,4,Medium Value Customers
26238,DistName9,RetailerID90,284,30,9038.26,2,5,1,40.0,100.0,20.0,2.27,2,Low Value Customers
26239,DistName7,RetailerID8,284,29,7091.93,2,5,1,40.0,100.0,20.0,2.27,2,Low Value Customers
26240,DistName3,RetailerID51,284,2,794.67,2,1,4,40.0,20.0,80.0,2.86,4,Potential-Medium Customers
26241,DistName9,RetailerID95,284,30,10491.2,2,5,1,40.0,100.0,20.0,2.27,5,Low Value Customers
26242,DistName3,RetailerID95,284,3,586.08,2,1,4,40.0,20.0,80.0,2.86,4,Potential-Medium Customers
26243,DistName4,RetailerID95,284,6,760.93,2,3,4,40.0,60.0,80.0,3.42,4,Medium Value Customers
26244,DistName4,RetailerID91,284,14,5504.6,2,5,1,40.0,100.0,20.0,2.27,1,Low Value Customers
26245,DistName3,RetailerID95,284,11,2987.78,2,4,1,40.0,80.0,20.0,1.99,3,Lost Customers
26246,DistName3,RetailerID33,284,1,137.14,2,1,5,40.0,20.0,100.0,3.43,4,Medium Value Customers
26247,DistName8,RetailerID9,284,2,228.57,2,1,5,40.0,20.0,100.0,3.43,4,Medium Value Customers
26248,DistName3,RetailerID52,284,5,993.05,2,2,3,40.0,40.0,60.0,2.57,4,Potential-Medium Customers
26249,DistName3,RetailerID84,284,6,2143.03,2,3,2,40.0,60.0,40.0,2.28,3,Low Value Customers
26250,DistName3,RetailerID79,284,5,801.85,2,2,4,40.0,40.0,80.0,3.14,4,Medium Value Customers
26251,DistName6,RetailerID95,284,13,2106.92,2,5,2,40.0,100.0,40.0,2.84,3,Potential-Medium Customers
26252,DistName7,RetailerID95,284,15,3647.79,2,5,1,40.0,100.0,20.0,2.27,1,Low Value Customers
26253,DistName8,RetailerID9,284,3,2077.44,2,1,2,40.0,20.0,40.0,1.72,3,Lost Customers
26254,DistName3,RetailerID79,284,5,1192.88,2,2,3,40.0,40.0,60.0,2.57,4,Potential-Medium Customers
26255,DistName3,RetailerID42,284,13,3092.35,2,5,1,40.0,100.0,20.0,2.27,3,Low Value Customers
26256,DistName8,RetailerID9,284,7,1018.17,2,3,3,40.0,60.0,60.0,2.85,4,Potential-Medium Customers
26257,DistName1,RetailerID36,284,3,766.6,2,1,4,40.0,20.0,80.0,2.86,4,Potential-Medium Customers
26258,DistName1,RetailerID42,284,1,107.2,2,1,5,40.0,20.0,100.0,3.43,4,Medium Value Customers
26259,DistName7,RetailerID37,284,6,456.41,2,3,5,40.0,60.0,100.0,3.99,4,Medium Value Customers
26261,DistName1,RetailerID68,283,2,113.78,2,1,5,40.0,20.0,100.0,3.43,4,Medium Value Customers
26262,DistName7,RetailerID81,283,3,610.68,2,1,4,40.0,20.0,80.0,2.86,4,Potential-Medium Customers
26263,DistName3,RetailerID90,283,6,2091.08,2,3,2,40.0,60.0,40.0,2.28,3,Low Value Customers
26264,DistName6,RetailerID9,283,11,1210.05,2,4,3,40.0,80.0,60.0,3.13,4,Medium Value Customers
26265,DistName8,RetailerID94,283,20,2227.29,2,5,2,40.0,100.0,40.0,2.84,3,Potential-Medium Customers
26266,DistName3,RetailerID67,283,9,1051.62,2,4,3,40.0,80.0,60.0,3.13,4,Medium Value Customers
26267,DistName7,RetailerID81,283,6,2527.97,2,3,2,40.0,60.0,40.0,2.28,3,Low Value Customers
26268,DistName8,RetailerID90,283,30,7946.85,2,5,1,40.0,100.0,20.0,2.27,2,Low Value Customers
26269,DistName8,RetailerID98,283,30,8145.11,2,5,1,40.0,100.0,20.0,2.27,2,Low Value Customers
26270,DistName7,RetailerID94,283,25,11311.11,2,5,1,40.0,100.0,20.0,2.27,5,Low Value Customers
26271,DistName7,RetailerID94,283,9,1473.98,2,4,3,40.0,80.0,60.0,3.13,4,Medium Value Customers
26272,DistName6,RetailerID90,283,4,1440.66,2,2,3,40.0,40.0,60.0,2.57,4,Potential-Medium Customers
26273,DistName8,RetailerID97,283,29,6973.43,2,5,1,40.0,100.0,20.0,2.27,2,Low Value Customers
26274,DistName6,RetailerID97,283,23,3387.6,2,5,1,40.0,100.0,20.0,2.27,1,Low Value Customers
26275,DistName8,RetailerID98,283,18,4957.9,2,5,1,40.0,100.0,20.0,2.27,1,Low Value Customers
26276,DistName3,RetailerID91,283,10,2552.65,2,4,2,40.0,80.0,40.0,2.56,3,Potential-Medium Customers
26277,DistName7,RetailerID97,283,30,5269.29,2,5,1,40.0,100.0,20.0,2.27,1,Low Value Customers
26278,DistName7,RetailerID95,283,5,824.33,2,2,4,40.0,40.0,80.0,3.14,4,Medium Value Customers
26279,DistName3,RetailerID49,283,1,222.51,2,1,5,40.0,20.0,100.0,3.43,4,Medium Value Customers
26280,DistName3,RetailerID123,283,2,262.28,2,1,5,40.0,20.0,100.0,3.43,4,Medium Value Customers
26281,DistName7,RetailerID71,283,10,1936.39,2,4,2,40.0,80.0,40.0,2.56,3,Potential-Medium Customers
26282,DistName4,RetailerID94,283,10,1281.46,2,4,3,40.0,80.0,60.0,3.13,4,Medium Value Customers
26283,DistName3,RetailerID8,283,4,792.34,2,2,4,40.0,40.0,80.0,3.14,4,Medium Value Customers
26284,DistName6,RetailerID95,283,11,1520.99,2,4,2,40.0,80.0,40.0,2.56,4,Potential-Medium Customers
26285,DistName7,RetailerID81,283,5,3052.4,2,2,1,40.0,40.0,20.0,1.43,3,Lost Customers
26286,DistName3,RetailerID91,283,7,1430.88,2,3,3,40.0,60.0,60.0,2.85,4,Potential-Medium Customers
26287,DistName3,RetailerID37,283,1,407.16,2,1,5,40.0,20.0,100.0,3.43,4,Medium Value Customers
26288,DistName3,RetailerID8,283,7,740.98,2,3,4,40.0,60.0,80.0,3.42,4,Medium Value Customers
26289,DistName9,RetailerID81,283,12,2084.24,2,4,2,40.0,80.0,40.0,2.56,3,Potential-Medium Customers
26290,DistName1,RetailerID36,283,2,299.59,2,1,5,40.0,20.0,100.0,3.43,4,Medium Value Customers
26291,DistName4,RetailerID95,283,16,3857.39,2,5,1,40.0,100.0,20.0,2.27,1,Low Value Customers
26292,DistName4,RetailerID90,283,8,1998.93,2,4,2,40.0,80.0,40.0,2.56,3,Potential-Medium Customers
26293,DistName4,RetailerID90,283,7,1051.22,2,3,3,40.0,60.0,60.0,2.85,4,Potential-Medium Customers
26294,DistName7,RetailerID77,283,8,837.34,2,4,4,40.0,80.0,80.0,3.7,4,Medium Value Customers
26295,DistName7,RetailerID81,282,10,1148.51,2,4,3,40.0,80.0,60.0,3.13,4,Medium Value Customers
26296,DistName7,RetailerID8,282,8,905.19,2,4,4,40.0,80.0,80.0,3.7,4,Medium Value Customers
26297,DistName3,RetailerID85,282,7,1027.41,2,3,3,40.0,60.0,60.0,2.85,4,Potential-Medium Customers
26298,DistName3,RetailerID86,282,9,1549.03,2,4,2,40.0,80.0,40.0,2.56,4,Potential-Medium Customers
26299,DistName1,RetailerID42,282,3,1281.32,2,1,3,40.0,20.0,60.0,2.29,4,Low Value Customers
26300,DistName6,RetailerID91,282,13,1945.69,2,5,2,40.0,100.0,40.0,2.84,3,Potential-Medium Customers
26301,DistName3,RetailerID179,282,1,79.34,2,1,5,40.0,20.0,100.0,3.43,4,Medium Value Customers
26302,DistName7,RetailerID8,282,19,4705.27,2,5,1,40.0,100.0,20.0,2.27,1,Low Value Customers
26303,DistName1,RetailerID22,282,2,1069.15,2,1,3,40.0,20.0,60.0,2.29,4,Low Value Customers
26304,DistName3,RetailerID95,282,11,1310.82,2,4,3,40.0,80.0,60.0,3.13,4,Medium Value Customers
26305,DistName3,RetailerID155,282,3,1145.7,2,1,3,40.0,20.0,60.0,2.29,4,Low Value Customers
26306,DistName1,RetailerID42,282,2,599.6,2,1,4,40.0,20.0,80.0,2.86,4,Potential-Medium Customers
26307,DistName6,RetailerID9,282,24,5963.58,2,5,1,40.0,100.0,20.0,2.27,2,Low Value Customers
26308,DistName6,RetailerID91,282,19,3780.59,2,5,1,40.0,100.0,20.0,2.27,1,Low Value Customers
26309,DistName7,RetailerID91,282,30,3691.99,2,5,1,40.0,100.0,20.0,2.27,1,Low Value Customers
26310,DistName4,RetailerID200,282,3,418.41,2,1,5,40.0,20.0,100.0,3.43,4,Medium Value Customers
26311,DistName3,RetailerID85,282,3,577.77,2,1,5,40.0,20.0,100.0,3.43,4,Medium Value Customers
26312,DistName3,RetailerID60,282,5,1277.11,2,2,3,40.0,40.0,60.0,2.57,4,Potential-Medium Customers
26313,DistName3,RetailerID8,282,9,1781.8,2,4,2,40.0,80.0,40.0,2.56,3,Potential-Medium Customers
26314,DistName6,RetailerID34,282,8,1581.61,2,4,2,40.0,80.0,40.0,2.56,4,Potential-Medium Customers
26315,DistName7,RetailerID90,282,6,994.64,2,3,3,40.0,60.0,60.0,2.85,4,Potential-Medium Customers
26316,DistName3,RetailerID37,282,3,901.03,2,1,4,40.0,20.0,80.0,2.86,4,Potential-Medium Customers
26317,DistName6,RetailerID55,282,1,622.2,2,1,4,40.0,20.0,80.0,2.86,4,Potential-Medium Customers
26318,DistName3,RetailerID95,282,5,604.93,2,2,4,40.0,40.0,80.0,3.14,4,Medium Value Customers
26319,DistName7,RetailerID94,282,7,1581.04,2,3,2,40.0,60.0,40.0,2.28,4,Low Value Customers
26320,DistName3,RetailerID101,282,1,190.7,2,1,5,40.0,20.0,100.0,3.43,4,Medium Value Customers
26321,DistName7,RetailerID27,282,3,899.55,2,1,4,40.0,20.0,80.0,2.86,4,Potential-Medium Customers
26322,DistName1,RetailerID13,282,1,242.86,2,1,5,40.0,20.0,100.0,3.43,4,Medium Value Customers
26323,DistName7,RetailerID91,282,13,3869.77,2,5,1,40.0,100.0,20.0,2.27,1,Low Value Customers
26324,DistName7,RetailerID81,282,10,1023.64,2,4,3,40.0,80.0,60.0,3.13,4,Medium Value Customers
26325,DistName3,RetailerID79,282,7,478.58,2,3,5,40.0,60.0,100.0,3.99,4,Medium Value Customers
26326,DistName3,RetailerID44,282,1,360.0,2,1,5,40.0,20.0,100.0,3.43,4,Medium Value Customers
26327,DistName3,RetailerID52,282,2,698.58,2,1,4,40.0,20.0,80.0,2.86,4,Potential-Medium Customers
26328,DistName4,RetailerID94,282,4,823.95,2,2,4,40.0,40.0,80.0,3.14,4,Medium Value Customers
26329,DistName3,RetailerID90,281,9,1165.25,2,4,3,40.0,80.0,60.0,3.13,4,Medium Value Customers
26330,DistName3,RetailerID35,280,1,60.0,2,1,5,40.0,20.0,100.0,3.43,4,Medium Value Customers
26331,DistName7,RetailerID194,280,1,217.86,2,1,5,40.0,20.0,100.0,3.43,4,Medium Value Customers
26332,DistName7,RetailerID95,280,19,2282.6,2,5,2,40.0,100.0,40.0,2.84,3,Potential-Medium Customers
26333,DistName7,RetailerID82,280,10,4114.21,2,4,1,40.0,80.0,20.0,1.99,1,Lost Customers
26334,DistName7,RetailerID91,280,8,1490.88,2,4,2,40.0,80.0,40.0,2.56,4,Potential-Medium Customers
26335,DistName3,RetailerID77,280,3,1113.19,2,1,3,40.0,20.0,60.0,2.29,4,Low Value Customers
26336,DistName7,RetailerID98,280,5,590.88,2,2,4,40.0,40.0,80.0,3.14,4,Medium Value Customers
26337,DistName6,RetailerID86,280,9,1441.6,2,4,3,40.0,80.0,60.0,3.13,4,Medium Value Customers
26338,DistName6,RetailerID95,280,3,1435.8,2,1,3,40.0,20.0,60.0,2.29,4,Low Value Customers
26339,DistName8,RetailerID98,280,21,3296.81,2,5,1,40.0,100.0,20.0,2.27,1,Low Value Customers
26340,DistName4,RetailerID98,280,1,1822.9,2,1,2,40.0,20.0,40.0,1.72,3,Lost Customers
26341,DistName3,RetailerID63,280,5,459.22,2,2,5,40.0,40.0,100.0,3.71,4,Medium Value Customers
26342,DistName3,RetailerID63,280,1,88.14,2,1,5,40.0,20.0,100.0,3.43,4,Medium Value Customers
26343,DistName9,RetailerID81,280,7,883.79,2,3,4,40.0,60.0,80.0,3.42,4,Medium Value Customers
26344,DistName6,RetailerID80,280,7,1594.88,2,3,2,40.0,60.0,40.0,2.28,4,Low Value Customers
26345,DistName6,RetailerID5,280,6,1158.75,2,3,3,40.0,60.0,60.0,2.85,4,Potential-Medium Customers
26346,DistName3,RetailerID85,280,5,2929.69,2,2,1,40.0,40.0,20.0,1.43,3,Lost Customers
26347,DistName7,RetailerID95,280,18,1965.72,2,5,2,40.0,100.0,40.0,2.84,3,Potential-Medium Customers
26348,DistName8,RetailerID98,280,30,3552.79,2,5,1,40.0,100.0,20.0,2.27,1,Low Value Customers
26349,DistName3,RetailerID34,280,4,631.47,2,2,4,40.0,40.0,80.0,3.14,4,Medium Value Customers
26350,DistName7,RetailerID85,280,16,2000.59,2,5,2,40.0,100.0,40.0,2.84,3,Potential-Medium Customers
26351,DistName3,RetailerID79,280,7,1832.37,2,3,2,40.0,60.0,40.0,2.28,3,Low Value Customers
26352,DistName3,RetailerID95,280,1,546.0,2,1,5,40.0,20.0,100.0,3.43,4,Medium Value Customers
26353,DistName7,RetailerID55,280,7,1536.6,2,3,2,40.0,60.0,40.0,2.28,4,Low Value Customers
26354,DistName3,RetailerID34,280,4,822.8,2,2,4,40.0,40.0,80.0,3.14,4,Medium Value Customers
26355,DistName3,RetailerID34,280,7,747.31,2,3,4,40.0,60.0,80.0,3.42,4,Medium Value Customers
26356,DistName3,RetailerID90,280,3,443.52,2,1,5,40.0,20.0,100.0,3.43,4,Medium Value Customers
26357,DistName3,RetailerID74,280,6,648.78,2,3,4,40.0,60.0,80.0,3.42,4,Medium Value Customers
26358,DistName3,RetailerID68,280,7,1031.27,2,3,3,40.0,60.0,60.0,2.85,4,Potential-Medium Customers
26359,DistName8,RetailerID90,280,14,2675.0,2,5,1,40.0,100.0,20.0,2.27,3,Low Value Customers
26360,DistName3,RetailerID79,280,4,559.16,2,2,5,40.0,40.0,100.0,3.71,4,Medium Value Customers
26361,DistName3,RetailerID8,280,5,675.01,2,2,4,40.0,40.0,80.0,3.14,4,Medium Value Customers
26362,DistName7,RetailerID95,280,30,6990.07,2,5,1,40.0,100.0,20.0,2.27,2,Low Value Customers
26363,DistName3,RetailerID171,280,1,363.21,2,1,5,40.0,20.0,100.0,3.43,4,Medium Value Customers
26364,DistName3,RetailerID114,280,1,81.66,2,1,5,40.0,20.0,100.0,3.43,4,Medium Value Customers
26365,DistName3,RetailerID8,280,8,1003.96,2,4,3,40.0,80.0,60.0,3.13,4,Medium Value Customers
26366,DistName4,RetailerID90,280,9,1047.95,2,4,3,40.0,80.0,60.0,3.13,4,Medium Value Customers
26367,DistName4,RetailerID34,280,3,828.84,2,2,4,40.0,40.0,80.0,3.14,4,Medium Value Customers
26368,DistName3,RetailerID45,280,1,282.15,2,1,5,40.0,20.0,100.0,3.43,4,Medium Value Customers
26369,DistName4,RetailerID95,280,3,602.86,2,2,4,40.0,40.0,80.0,3.14,4,Medium Value Customers
26370,DistName3,RetailerID37,280,4,2084.7,2,2,2,40.0,40.0,40.0,2.0,3,Lost Customers
26371,DistName7,RetailerID88,280,11,1658.68,2,4,2,40.0,80.0,40.0,2.56,4,Potential-Medium Customers
26372,DistName1,RetailerID88,280,2,600.05,2,1,4,40.0,20.0,80.0,2.86,4,Potential-Medium Customers
26373,DistName4,RetailerID85,280,10,1733.72,2,4,2,40.0,80.0,40.0,2.56,3,Potential-Medium Customers
26374,DistName4,RetailerID83,280,7,891.67,2,3,4,40.0,60.0,80.0,3.42,4,Medium Value Customers
26375,DistName1,RetailerID13,280,1,2223.48,2,1,2,40.0,20.0,40.0,1.72,3,Lost Customers
26376,DistName7,RetailerID98,279,6,2937.6,2,3,1,40.0,60.0,20.0,1.71,3,Lost Customers
26377,DistName3,RetailerID34,279,6,604.16,2,3,4,40.0,60.0,80.0,3.42,4,Medium Value Customers
26378,DistName3,RetailerID86,279,7,1576.86,2,3,2,40.0,60.0,40.0,2.28,4,Low Value Customers
26379,DistName3,RetailerID95,279,6,892.7,2,3,4,40.0,60.0,80.0,3.42,4,Medium Value Customers
26380,DistName2,RetailerID86,279,2,765.34,2,1,4,40.0,20.0,80.0,2.86,4,Potential-Medium Customers
26381,DistName3,RetailerID77,279,10,862.61,2,4,4,40.0,80.0,80.0,3.7,4,Medium Value Customers
26382,DistName7,RetailerID98,279,10,2231.82,2,4,2,40.0,80.0,40.0,2.56,3,Potential-Medium Customers
26383,DistName6,RetailerID55,279,4,1173.68,2,2,3,40.0,40.0,60.0,2.57,4,Potential-Medium Customers
26384,DistName7,RetailerID95,279,4,904.58,2,2,4,40.0,40.0,80.0,3.14,4,Medium Value Customers
26385,DistName4,RetailerID98,279,6,1365.44,2,3,3,40.0,60.0,60.0,2.85,4,Potential-Medium Customers
26386,DistName6,RetailerID91,279,14,1502.25,2,5,2,40.0,100.0,40.0,2.84,4,Potential-Medium Customers
26392,DistName6,RetailerID98,279,12,1966.45,2,4,2,40.0,80.0,40.0,2.56,3,Potential-Medium Customers
26393,DistName3,RetailerID52,279,5,1129.53,2,2,3,40.0,40.0,60.0,2.57,4,Potential-Medium Customers
26394,DistName4,RetailerID36,279,2,620.8,2,1,4,40.0,20.0,80.0,2.86,4,Potential-Medium Customers
26395,DistName1,RetailerID169,279,1,326.8,2,1,5,40.0,20.0,100.0,3.43,4,Medium Value Customers
26396,DistName6,RetailerID35,279,5,864.4,2,2,4,40.0,40.0,80.0,3.14,4,Medium Value Customers
26397,DistName4,RetailerID86,279,8,980.57,2,4,4,40.0,80.0,80.0,3.7,4,Medium Value Customers
26398,DistName7,RetailerID43,279,5,706.41,2,2,4,40.0,40.0,80.0,3.14,4,Medium Value Customers
26399,DistName7,RetailerID8,279,30,6768.71,2,5,1,40.0,100.0,20.0,2.27,2,Low Value Customers
26400,DistName6,RetailerID79,279,10,2816.39,2,4,1,40.0,80.0,20.0,1.99,3,Lost Customers
26403,DistName3,RetailerID79,279,6,3005.82,2,3,1,40.0,60.0,20.0,1.71,3,Lost Customers
26409,DistName7,RetailerID98,279,5,1071.93,2,2,3,40.0,40.0,60.0,2.57,4,Potential-Medium Customers
26410,DistName1,RetailerID89,279,2,604.23,2,1,4,40.0,20.0,80.0,2.86,4,Potential-Medium Customers
26411,DistName3,RetailerID179,279,1,280.8,2,1,5,40.0,20.0,100.0,3.43,4,Medium Value Customers
26412,DistName3,RetailerID135,279,2,413.94,2,1,5,40.0,20.0,100.0,3.43,4,Medium Value Customers
26413,DistName7,RetailerID94,279,11,2365.77,2,4,2,40.0,80.0,40.0,2.56,3,Potential-Medium Customers
26414,DistName3,RetailerID95,278,12,7532.24,2,4,1,40.0,80.0,20.0,1.99,2,Lost Customers
26415,DistName3,RetailerID34,278,3,1165.71,2,2,3,40.0,40.0,60.0,2.57,4,Potential-Medium Customers
26416,DistName6,RetailerID77,278,5,618.51,2,2,4,40.0,40.0,80.0,3.14,4,Medium Value Customers
26417,DistName3,RetailerID8,278,5,970.64,2,2,4,40.0,40.0,80.0,3.14,4,Medium Value Customers
26418,DistName3,RetailerID99,278,3,449.29,2,2,5,40.0,40.0,100.0,3.71,4,Medium Value Customers
26419,DistName8,RetailerID94,278,10,1208.48,2,4,3,40.0,80.0,60.0,3.13,4,Medium Value Customers
26420,DistName3,RetailerID35,278,5,1268.04,2,2,3,40.0,40.0,60.0,2.57,4,Potential-Medium Customers
26421,DistName7,RetailerID90,278,20,4042.59,2,5,1,40.0,100.0,20.0,2.27,1,Low Value Customers
26422,DistName3,RetailerID84,278,14,2103.91,2,5,2,40.0,100.0,40.0,2.84,3,Potential-Medium Customers
26423,DistName10,RetailerID65,278,5,1165.82,2,2,3,40.0,40.0,60.0,2.57,4,Potential-Medium Customers
26424,DistName8,RetailerID9,278,22,4711.95,2,5,1,40.0,100.0,20.0,2.27,1,Low Value Customers
26425,DistName3,RetailerID99,278,9,1518.58,2,4,2,40.0,80.0,40.0,2.56,4,Potential-Medium Customers
26426,DistName3,RetailerID97,278,5,927.82,2,2,4,40.0,40.0,80.0,3.14,4,Medium Value Customers
26427,DistName1,RetailerID68,278,2,587.46,2,1,4,40.0,20.0,80.0,2.86,4,Potential-Medium Customers
26428,DistName3,RetailerID42,278,4,967.16,2,2,4,40.0,40.0,80.0,3.14,4,Medium Value Customers
26429,DistName3,RetailerID95,278,9,1608.0,2,4,2,40.0,80.0,40.0,2.56,4,Potential-Medium Customers
26430,DistName8,RetailerID95,278,6,1029.09,2,3,3,40.0,60.0,60.0,2.85,4,Potential-Medium Customers
26431,DistName7,RetailerID91,278,23,2327.24,2,5,2,40.0,100.0,40.0,2.84,3,Potential-Medium Customers
26432,DistName3,RetailerID81,278,13,2734.9,2,5,1,40.0,100.0,20.0,2.27,3,Low Value Customers
26433,DistName7,RetailerID94,278,10,1633.38,2,4,2,40.0,80.0,40.0,2.56,4,Potential-Medium Customers
26434,DistName3,RetailerID77,278,8,1219.49,2,4,3,40.0,80.0,60.0,3.13,4,Medium Value Customers
26435,DistName7,RetailerID86,278,16,5169.46,2,5,1,40.0,100.0,20.0,2.27,1,Low Value Customers
26436,DistName6,RetailerID55,278,6,509.63,2,3,5,40.0,60.0,100.0,3.99,4,Medium Value Customers
26437,DistName3,RetailerID91,278,4,1033.01,2,2,3,40.0,40.0,60.0,2.57,4,Potential-Medium Customers
26438,DistName7,RetailerID81,278,4,737.39,2,2,4,40.0,40.0,80.0,3.14,4,Medium Value Customers
26439,DistName7,RetailerID8,278,10,1662.68,2,4,2,40.0,80.0,40.0,2.56,3,Potential-Medium Customers
26441,DistName3,RetailerID51,278,3,628.5,2,2,4,40.0,40.0,80.0,3.14,4,Medium Value Customers
26442,DistName8,RetailerID9,278,5,1733.95,2,2,2,40.0,40.0,40.0,2.0,3,Lost Customers
26443,DistName6,RetailerID95,278,7,768.83,2,3,4,40.0,60.0,80.0,3.42,4,Medium Value Customers
26444,DistName4,RetailerID95,278,7,801.32,2,3,4,40.0,60.0,80.0,3.42,4,Medium Value Customers
26445,DistName4,RetailerID8,278,5,1337.77,2,2,3,40.0,40.0,60.0,2.57,4,Potential-Medium Customers
26446,DistName6,RetailerID91,278,14,2152.96,2,5,2,40.0,100.0,40.0,2.84,3,Potential-Medium Customers
26447,DistName3,RetailerID85,278,8,1885.48,2,4,2,40.0,80.0,40.0,2.56,3,Potential-Medium Customers
26448,DistName3,RetailerID86,334,7,794.36,1,3,4,20.0,60.0,80.0,3.27,4,Medium Value Customers
26449,DistName9,RetailerID81,334,6,2137.69,1,3,2,20.0,60.0,40.0,2.13,3,Low Value Customers
26450,DistName1,RetailerID28,334,4,482.37,1,2,5,20.0,40.0,100.0,3.56,4,Medium Value Customers
26451,DistName3,RetailerID8,334,5,683.5,1,2,4,20.0,40.0,80.0,2.99,4,Potential-Medium Customers
26453,DistName3,RetailerID13,334,3,1792.17,1,2,2,20.0,40.0,40.0,1.85,3,Lost Customers
26454,DistName7,RetailerID55,334,8,1583.9,1,4,2,20.0,80.0,40.0,2.41,4,Low Value Customers
26455,DistName3,RetailerID79,334,4,776.98,1,2,4,20.0,40.0,80.0,2.99,4,Potential-Medium Customers
26456,DistName3,RetailerID46,334,9,1640.57,1,4,2,20.0,80.0,40.0,2.41,4,Low Value Customers
26457,DistName7,RetailerID91,334,11,1477.12,1,4,3,20.0,80.0,60.0,2.98,4,Potential-Medium Customers
26458,DistName7,RetailerID94,334,15,3319.16,1,5,1,20.0,100.0,20.0,2.12,1,Low Value Customers
26459,DistName3,RetailerID37,334,2,275.28,1,1,5,20.0,20.0,100.0,3.28,4,Medium Value Customers
26460,DistName8,RetailerID98,334,29,3863.15,1,5,1,20.0,100.0,20.0,2.12,1,Low Value Customers
26462,DistName1,RetailerID91,334,3,706.88,1,2,4,20.0,40.0,80.0,2.99,4,Potential-Medium Customers
